Train,Time,Track,Station,Accessible
Trenton,"10:49 AM
           in 23 Min",Track 4,Metuchen Station,True
New York -SEC ✈,"10:49 AM
           in 23 Min",Track 1,Metuchen Station,True
New York -SEC ✈,11:19 AM,Track 1,Metuchen Station,True
Trenton,11:24 AM,Track 4,Metuchen Station,True
Trenton,11:58 AM,Track 4,Metuchen Station,True
New York -SEC ✈,12:06 PM,Track 1,Metuchen Station,True
Trenton,12:25 PM,Track 4,Metuchen Station,True
New York -SEC ✈,12:29 PM,Track 1,Metuchen Station,True
Trenton,12:51 PM,Track 4,Metuchen Station,True
New York -SEC ✈,12:57 PM,Track 1,Metuchen Station,True
Trenton,1:25 PM,Track 4,Metuchen Station,True
New York -SEC ✈,1:27 PM,Track 1,Metuchen Station,True
New York -SEC ✈,1:45 PM,Track 1,Metuchen Station,True
Trenton,1:53 PM,Track 4,Metuchen Station,True
New York -SEC ✈,2:21 PM,Track 1,Metuchen Station,True
Trenton,2:21 PM,Track 4,Metuchen Station,True
New York -SEC ✈,2:49 PM,Track 1,Metuchen Station,True
Trenton,2:56 PM,Track 4,Metuchen Station,True
Long Branch,11:05 AM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,11:12 AM,Track 2,Middletown New Jersey Station,True
Long Branch,12:01 PM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,12:09 PM,Track 2,Middletown New Jersey Station,True
Long Branch,12:44 PM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,1:09 PM,Track 2,Middletown New Jersey Station,True
Long Branch,1:26 PM,Track 1,Middletown New Jersey Station,True
Long Branch,2:03 PM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,2:10 PM,Track 2,Middletown New Jersey Station,True
Long Branch,3:02 PM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,3:07 PM,Track 2,Middletown New Jersey Station,True
New York -SEC ✈,4:01 PM,Track 2,Middletown New Jersey Station,True
Long Branch,4:02 PM,Track 1,Middletown New Jersey Station,True
Long Branch,4:49 PM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,5:01 PM,Track 2,Middletown New Jersey Station,True
Bay Head,5:39 PM,Track 1,Middletown New Jersey Station,True
New York -SEC ✈,5:55 PM,Track 2,Middletown New Jersey Station,True
Bay Head,6:11 PM,Track 1,Middletown New Jersey Station,True
New York -SEC,6:32 PM,Track 2,Middletown New Jersey Station,True
Port Jervis,11:48 AM,Track Single,Middletown New York Station,True
Hoboken -SEC,12:07 PM,Track Single,Middletown New York Station,True
Hoboken -SEC,2:07 PM,Track Single,Middletown New York Station,True
Hoboken -SEC,3:20 PM,Track Single,Middletown New York Station,True
Port Jervis,5:46 PM,Track Single,Middletown New York Station,True
Port Jervis,6:28 PM,Track Single,Middletown New York Station,True
Port Jervis,6:57 PM,Track Single,Middletown New York Station,True
Port Jervis,7:28 PM,Track Single,Middletown New York Station,True
Port Jervis,7:52 PM,Track Single,Middletown New York Station,True
Port Jervis,8:09 PM,Track Single,Middletown New York Station,True
Port Jervis,8:40 PM,Track Single,Middletown New York Station,True
Port Jervis,9:34 PM,Track Single,Middletown New York Station,True
Hoboken -SEC,9:57 PM,Track Single,Middletown New York Station,True
Port Jervis,12:03 AM,Track Single,Middletown New York Station,True
Port Jervis,2:43 AM,Track Single,Middletown New York Station,True
New York -SEC,10:35 AM,Track 2,Millburn Station,False
Dover,"10:44 AM
           in 17 Min",Track 1,Millburn Station,False
Hoboken,"10:57 AM
           in 30 Min",Track 2,Millburn Station,False
Gladstone,11:16 AM,Track 1,Millburn Station,False
Dover,11:26 AM,Track 1,Millburn Station,False
New York -SEC,11:36 AM,Track 2,Millburn Station,False
Hoboken,11:50 AM,Track 2,Millburn Station,False
Gladstone,12:16 PM,Track 1,Millburn Station,False
Dover,12:26 PM,Track 1,Millburn Station,False
New York -SEC,12:43 PM,Track 2,Millburn Station,False
Hoboken,12:50 PM,Track 2,Millburn Station,False
Gladstone,1:16 PM,Track 1,Millburn Station,False
Hoboken,1:18 PM,Track 2,Millburn Station,False
Dover,1:27 PM,Track 1,Millburn Station,False
New York -SEC,1:43 PM,Track 2,Millburn Station,False
Hoboken,1:50 PM,Track 2,Millburn Station,False
Gladstone,2:16 PM,Track 1,Millburn Station,False
Dover,2:32 PM,Track 1,Millburn Station,False
New York,2:43 PM,Track 2,Millburn Station,False
Gladstone,"10:45 AM
           in 18 Min",Track Single,Millington Station,False
Hoboken,11:21 AM,Track Single,Millington Station,False
Gladstone,11:45 AM,Track Single,Millington Station,False
Hoboken,12:21 PM,Track Single,Millington Station,False
Gladstone,12:45 PM,Track Single,Millington Station,False
Hoboken,1:21 PM,Track Single,Millington Station,False
Gladstone,1:45 PM,Track Single,Millington Station,False
Hoboken,2:21 PM,Track Single,Millington Station,False
Gladstone,2:45 PM,Track Single,Millington Station,False
Hoboken,3:18 PM,Track Single,Millington Station,False
Gladstone,3:47 PM,Track Single,Millington Station,False
Hoboken,4:22 PM,Track Single,Millington Station,False
Bernardsville,4:31 PM,Track Single,Millington Station,False
Hoboken,5:16 PM,Track Single,Millington Station,False
Gladstone,5:24 PM,Track Single,Millington Station,False
Gladstone,6:02 PM,Track Single,Millington Station,False
Gladstone,6:25 PM,Track Single,Millington Station,False
Gladstone,6:37 PM,Track Single,Millington Station,False
Gladstone,6:58 PM,Track Single,Millington Station,False
MSU,"10:32 AM
           in 5 Min",Track 1,Montclair Heights Station,True
New York -SEC,10:53 AM,Track 2,Montclair Heights Station,True
MSU,11:17 AM,Track 1,Montclair Heights Station,True
New York -SEC,11:51 AM,Track 2,Montclair Heights Station,True
MSU,12:17 PM,Track 1,Montclair Heights Station,True
New York -SEC,12:51 PM,Track 2,Montclair Heights Station,True
MSU,1:17 PM,Track 1,Montclair Heights Station,True
New York -SEC,1:51 PM,Track 2,Montclair Heights Station,True
MSU,2:17 PM,Track 1,Montclair Heights Station,True
Dover,2:44 PM,Track 1,Montclair Heights Station,True
New York -SEC,2:49 PM,Track 2,Montclair Heights Station,True
MSU,3:39 PM,Track 1,Montclair Heights Station,True
Denville,4:15 PM,Track 1,Montclair Heights Station,True
New York -SEC,4:20 PM,Track 2,Montclair Heights Station,True
MSU,4:35 PM,Track 1,Montclair Heights Station,True
New York -SEC,5:10 PM,Track 2,Montclair Heights Station,True
Hackettstown,5:14 PM,Track 1,Montclair Heights Station,True
MSU,5:38 PM,Track 1,Montclair Heights Station,True
MSU,6:07 PM,Track 1,Montclair Heights Station,True
New York -SEC,10:51 AM,Track 2,Montclair State University Station,True
New York -SEC,11:47 AM,Track 2,Montclair State University Station,True
New York -SEC,12:47 PM,Track 2,Montclair State University Station,True
New York -SEC,1:47 PM,Track 2,Montclair State University Station,True
New York -SEC,2:45 PM,Track 2,Montclair State University Station,True
Dover,2:47 PM,Track 1,Montclair State University Station,True
New York -SEC,4:17 PM,Track 2,Montclair State University Station,True
Denville,4:18 PM,Track 1,Montclair State University Station,True
New York -SEC,5:07 PM,Track 1,Montclair State University Station,True
Hackettstown,5:17 PM,Track 1,Montclair State University Station,True
Mount Olive,5:48 PM,Track 1,Montclair State University Station,True
New York -SEC,6:06 PM,Track 2,Montclair State University Station,True
Dover,6:30 PM,Track 1,Montclair State University Station,True
Hoboken,6:39 PM,Track 2,Montclair State University Station,True
Lake Hopatcong,7:18 PM,Track 1,Montclair State University Station,True
Hoboken,7:22 PM,Track 2,Montclair State University Station,True
New York -SEC,8:04 PM,Track 2,Montclair State University Station,True
Hackettstown,8:09 PM,Track 1,Montclair State University Station,True
New York -SEC,9:09 PM,Track 2,Montclair State University Station,True
Spring Valley,"10:53 AM
           in 27 Min",Track Single,Montvale Station,True
Hoboken -SEC,11:08 AM,Track Single,Montvale Station,True
Spring Valley,12:16 PM,Track Single,Montvale Station,True
Hoboken -SEC,12:33 PM,Track Single,Montvale Station,True
Spring Valley,1:27 PM,Track Single,Montvale Station,True
Spring Valley,2:44 PM,Track Single,Montvale Station,True
Hoboken -SEC,2:59 PM,Track Single,Montvale Station,True
Spring Valley,3:53 PM,Track Single,Montvale Station,True
Hoboken -SEC,4:07 PM,Track Single,Montvale Station,True
Spring Valley,5:01 PM,Track Single,Montvale Station,True
Spring Valley,5:38 PM,Track Single,Montvale Station,True
Spring Valley,6:00 PM,Track Single,Montvale Station,True
Spring Valley,6:42 PM,Track Single,Montvale Station,True
Spring Valley,7:01 PM,Track Single,Montvale Station,True
Spring Valley,7:20 PM,Track Single,Montvale Station,True
Spring Valley,7:49 PM,Track Single,Montvale Station,True
Spring Valley,8:26 PM,Track Single,Montvale Station,True
Spring Valley,9:19 PM,Track Single,Montvale Station,True
Hoboken -SEC,9:31 PM,Track Single,Montvale Station,True
Hackettstown,"10:29 AM
           in 1 Min",Track 1,Morris Plains Station,False
New York -SEC,11:07 AM,Track 2,Morris Plains Station,False
Dover,11:13 AM,Track 1,Morris Plains Station,False
Dover,11:56 AM,Track 1,Morris Plains Station,False
New York -SEC,12:14 PM,Track 2,Morris Plains Station,False
Hoboken,12:49 PM,Track 2,Morris Plains Station,False
Dover,12:56 PM,Track 1,Morris Plains Station,False
New York -SEC,1:14 PM,Track 2,Morris Plains Station,False
Dover,1:57 PM,Track 1,Morris Plains Station,False
New York,2:14 PM,Track 2,Morris Plains Station,False
New York -SEC,2:57 PM,Track 2,Morris Plains Station,False
Dover,3:06 PM,Track 1,Morris Plains Station,False
Hackettstown,3:26 PM,Track 1,Morris Plains Station,False
New York,3:35 PM,Track 2,Morris Plains Station,False
Dover,3:45 PM,Track 1,Morris Plains Station,False
New York -SEC,4:00 PM,Track 2,Morris Plains Station,False
New York -SEC,4:18 PM,Track 2,Morris Plains Station,False
Dover,4:24 PM,Track 1,Morris Plains Station,False
Hoboken,4:35 PM,Track 2,Morris Plains Station,False
New York -SEC,"10:27 AM
           All Aboard",Track 2,Morristown Station,True
Dover,11:09 AM,Track 1,Morristown Station,True
New York -SEC,11:11 AM,Track 2,Morristown Station,True
Dover,11:52 AM,Track 1,Morristown Station,True
New York -SEC,12:18 PM,Track 2,Morristown Station,True
Dover,12:52 PM,Track 1,Morristown Station,True
Hoboken,12:52 PM,Track 2,Morristown Station,True
New York -SEC,1:18 PM,Track 2,Morristown Station,True
Dover,1:53 PM,Track 1,Morristown Station,True
New York,2:18 PM,Track 2,Morristown Station,True
Dover,3:01 PM,Track 1,Morristown Station,True
New York -SEC,3:01 PM,Track 2,Morristown Station,True
Hackettstown,3:21 PM,Track 1,Morristown Station,True
New York,3:39 PM,Track 2,Morristown Station,True
Dover,3:40 PM,Track 1,Morristown Station,True
New York -SEC,4:04 PM,Track 2,Morristown Station,True
Dover,4:20 PM,Track 1,Morristown Station,True
New York -SEC,4:22 PM,Track 2,Morristown Station,True
Hoboken,4:38 PM,Track 2,Morristown Station,True
Hackettstown,"10:53 AM
           in 25 Min",Track 1,Mount Arlington Station,True
Hoboken,12:23 PM,Track 1,Mount Arlington Station,True
Hackettstown,3:50 PM,Track 1,Mount Arlington Station,True
Hoboken,5:17 PM,Track 2,Mount Arlington Station,True
Mount Olive,5:20 PM,Track 1,Mount Arlington Station,True
Hackettstown,6:10 PM,Track 1,Mount Arlington Station,True
Hoboken,6:12 PM,Track 2,Mount Arlington Station,True
Mount Olive,6:40 PM,Track 1,Mount Arlington Station,True
Lake Hopatcong,6:57 PM,Track 1,Mount Arlington Station,True
Hoboken,7:31 PM,Track 2,Mount Arlington Station,True
Hackettstown,7:33 PM,Track 1,Mount Arlington Station,True
Lake Hopatcong,8:10 PM,Track 1,Mount Arlington Station,True
Hoboken,8:56 PM,Track 2,Mount Arlington Station,True
Hackettstown,9:01 PM,Track 1,Mount Arlington Station,True
Hackettstown,10:37 PM,Track 1,Mount Arlington Station,True
Mount Olive,11:42 PM,Track 1,Mount Arlington Station,True
Hackettstown,11:09 AM,Track Single,Mount Olive Station,True
Hoboken,12:09 PM,Track Single,Mount Olive Station,True
Hackettstown,4:07 PM,Track Single,Mount Olive Station,True
Hoboken,5:02 PM,Track Single,Mount Olive Station,True
Hoboken,5:56 PM,Track Single,Mount Olive Station,True
Hackettstown,6:26 PM,Track Single,Mount Olive Station,True
Hoboken,7:17 PM,Track Single,Mount Olive Station,True
Hackettstown,7:49 PM,Track Single,Mount Olive Station,True
Hoboken,8:43 PM,Track Single,Mount Olive Station,True
Hackettstown,9:16 PM,Track Single,Mount Olive Station,True
Hackettstown,10:54 PM,Track Single,Mount Olive Station,True
Hackettstown,"10:36 AM
           in 8 Min",Track 1,Mount Tabor Station,False
New York -SEC,11:01 AM,Track 2,Mount Tabor Station,False
Dover,11:20 AM,Track 1,Mount Tabor Station,False
Hoboken,12:42 PM,Track 2,Mount Tabor Station,False
New York -SEC,2:51 PM,Track 2,Mount Tabor Station,False
Dover,3:13 PM,Track 1,Mount Tabor Station,False
Hackettstown,3:33 PM,Track 1,Mount Tabor Station,False
Dover,3:52 PM,Track 1,Mount Tabor Station,False
New York -SEC,4:12 PM,Track 2,Mount Tabor Station,False
Hoboken,4:28 PM,Track 2,Mount Tabor Station,False
Mount Olive,5:03 PM,Track 1,Mount Tabor Station,False
Hoboken,5:36 PM,Track 2,Mount Tabor Station,False
Dover,5:46 PM,Track 1,Mount Tabor Station,False
Dover,6:16 PM,Track 1,Mount Tabor Station,False
Lake Hopatcong,6:40 PM,Track 1,Mount Tabor Station,False
Hackettstown,7:14 PM,Track 1,Mount Tabor Station,False
Hoboken,7:48 PM,Track 2,Mount Tabor Station,False
Dover,7:57 PM,Track 1,Mount Tabor Station,False
Dover,8:32 PM,Track 1,Mount Tabor Station,False
MSU,"10:30 AM
           in 3 Min",Track 1,Mountain Avenue Station,False
New York -SEC,10:56 AM,Track 2,Mountain Avenue Station,False
MSU,11:14 AM,Track 1,Mountain Avenue Station,False
New York -SEC,11:53 AM,Track 2,Mountain Avenue Station,False
MSU,12:14 PM,Track 1,Mountain Avenue Station,False
New York -SEC,12:53 PM,Track 2,Mountain Avenue Station,False
MSU,1:14 PM,Track 1,Mountain Avenue Station,False
New York -SEC,1:53 PM,Track 2,Mountain Avenue Station,False
MSU,2:14 PM,Track 1,Mountain Avenue Station,False
Dover,2:41 PM,Track 1,Mountain Avenue Station,False
New York -SEC,2:51 PM,Track 2,Mountain Avenue Station,False
MSU,3:36 PM,Track 1,Mountain Avenue Station,False
New York -SEC,4:22 PM,Track 2,Mountain Avenue Station,False
MSU,4:32 PM,Track 1,Mountain Avenue Station,False
MSU,5:35 PM,Track 1,Mountain Avenue Station,False
MSU,6:04 PM,Track 1,Mountain Avenue Station,False
New York -SEC,6:12 PM,Track 2,Mountain Avenue Station,False
MSU,6:15 PM,Track 1,Mountain Avenue Station,False
MSU,6:38 PM,Track 1,Mountain Avenue Station,False
Dover,3:17 PM,Track Single,Mountain Lakes Station,False
Denville,4:48 PM,Track Single,Mountain Lakes Station,False
Hackettstown,5:50 PM,Track Single,Mountain Lakes Station,False
Mount Olive,6:20 PM,Track Single,Mountain Lakes Station,False
Dover,7:01 PM,Track Single,Mountain Lakes Station,False
Lake Hopatcong,7:49 PM,Track Single,Mountain Lakes Station,False
Hackettstown,8:41 PM,Track Single,Mountain Lakes Station,False
Hackettstown,10:16 PM,Track Single,Mountain Lakes Station,False
Mount Olive,11:23 PM,Track Single,Mountain Lakes Station,False
Hoboken,11:05 AM,Track 2,Mountain Station,False
Gladstone,11:08 AM,Track 3,Mountain Station,False
Hoboken,11:59 AM,Track 2,Mountain Station,False
Gladstone,12:08 PM,Track 3,Mountain Station,False
Hoboken,12:59 PM,Track 2,Mountain Station,False
Gladstone,1:08 PM,Track 3,Mountain Station,False
Hoboken,1:27 PM,Track 2,Mountain Station,False
Hoboken,1:59 PM,Track 2,Mountain Station,False
Gladstone,2:08 PM,Track 3,Mountain Station,False
Hoboken,2:59 PM,Track 2,Mountain Station,False
Dover,3:05 PM,Track 3,Mountain Station,False
Gladstone,3:12 PM,Track 3,Mountain Station,False
Hoboken,4:00 PM,Track 2,Mountain Station,False
Summit,4:01 PM,Track 3,Mountain Station,False
New York,4:12 PM,Track 2,Mountain Station,False
Summit,4:40 PM,Track 3,Mountain Station,False
Hoboken,4:49 PM,Track 2,Mountain Station,False
Hoboken,5:02 PM,Track 2,Mountain Station,False
Hoboken,5:13 PM,Track 2,Mountain Station,False
Dover,3:00 PM,Track Single,Mountain View Station,True
Denville,4:31 PM,Track Single,Mountain View Station,True
Hackettstown,5:30 PM,Track Single,Mountain View Station,True
Mount Olive,6:00 PM,Track Single,Mountain View Station,True
Dover,6:43 PM,Track Single,Mountain View Station,True
Lake Hopatcong,7:31 PM,Track Single,Mountain View Station,True
Hackettstown,8:23 PM,Track Single,Mountain View Station,True
Hackettstown,9:58 PM,Track Single,Mountain View Station,True
Mount Olive,11:05 PM,Track Single,Mountain View Station,True
New York -SEC,10:51 AM,Track 2,MSU Station,True
New York -SEC,11:47 AM,Track 2,MSU Station,True
New York -SEC,12:47 PM,Track 2,MSU Station,True
New York -SEC,1:47 PM,Track 2,MSU Station,True
New York -SEC,2:45 PM,Track 2,MSU Station,True
Dover,2:47 PM,Track 1,MSU Station,True
New York -SEC,4:17 PM,Track 2,MSU Station,True
Denville,4:18 PM,Track 1,MSU Station,True
New York -SEC,5:07 PM,Track 1,MSU Station,True
Hackettstown,5:17 PM,Track 1,MSU Station,True
Mount Olive,5:48 PM,Track 1,MSU Station,True
New York -SEC,6:06 PM,Track 2,MSU Station,True
Dover,6:30 PM,Track 1,MSU Station,True
Hoboken,6:39 PM,Track 2,MSU Station,True
Lake Hopatcong,7:18 PM,Track 1,MSU Station,True
Hoboken,7:22 PM,Track 2,MSU Station,True
New York -SEC,8:04 PM,Track 2,MSU Station,True
Hackettstown,8:09 PM,Track 1,MSU Station,True
New York -SEC,9:09 PM,Track 2,MSU Station,True
Hackettstown,11:09 AM,Track Single,Mt. Olive Station,True
Hoboken,12:09 PM,Track Single,Mt. Olive Station,True
Hackettstown,4:07 PM,Track Single,Mt. Olive Station,True
Hoboken,5:02 PM,Track Single,Mt. Olive Station,True
Hoboken,5:56 PM,Track Single,Mt. Olive Station,True
Hackettstown,6:26 PM,Track Single,Mt. Olive Station,True
Hoboken,7:17 PM,Track Single,Mt. Olive Station,True
Hackettstown,7:49 PM,Track Single,Mt. Olive Station,True
Hoboken,8:43 PM,Track Single,Mt. Olive Station,True
Hackettstown,9:16 PM,Track Single,Mt. Olive Station,True
Hackettstown,10:54 PM,Track Single,Mt. Olive Station,True
Gladstone,"10:31 AM
           in 4 Min",Track Siding,Murray Hill Station,False
Hoboken,"10:34 AM
           in 7 Min",Track Single,Murray Hill Station,False
Gladstone,11:31 AM,Track Siding,Murray Hill Station,False
Hoboken,11:34 AM,Track Single,Murray Hill Station,False
Gladstone,12:31 PM,Track Siding,Murray Hill Station,False
Hoboken,12:34 PM,Track Single,Murray Hill Station,False
Gladstone,1:31 PM,Track Siding,Murray Hill Station,False
Hoboken,1:34 PM,Track Single,Murray Hill Station,False
Gladstone,2:32 PM,Track Siding,Murray Hill Station,False
Hoboken,2:34 PM,Track Single,Murray Hill Station,False
Gladstone,3:35 PM,Track Single,Murray Hill Station,False
Hoboken,3:36 PM,Track Siding,Murray Hill Station,False
Bernardsville,4:19 PM,Track Single,Murray Hill Station,False
Hoboken,4:40 PM,Track Single,Murray Hill Station,False
Gladstone,5:12 PM,Track Single,Murray Hill Station,False
Hoboken,5:33 PM,Track Single,Murray Hill Station,False
Gladstone,5:50 PM,Track Single,Murray Hill Station,False
Gladstone,6:10 PM,Track Single,Murray Hill Station,False
Gladstone,6:24 PM,Track Single,Murray Hill Station,False
Hoboken -SEC,11:00 AM,Track Single,Nanuet Station,True
Spring Valley,11:05 AM,Track Single,Nanuet Station,True
Hoboken -SEC,12:25 PM,Track Single,Nanuet Station,True
Spring Valley,12:30 PM,Track Single,Nanuet Station,True
Hoboken -SEC,1:36 PM,Track Single,Nanuet Station,True
Spring Valley,1:40 PM,Track Single,Nanuet Station,True
Hoboken -SEC,2:51 PM,Track Single,Nanuet Station,True
Spring Valley,2:56 PM,Track Single,Nanuet Station,True
Hoboken -SEC,3:59 PM,Track Single,Nanuet Station,True
Spring Valley,4:04 PM,Track Single,Nanuet Station,True
Spring Valley,5:09 PM,Track Single,Nanuet Station,True
Spring Valley,5:46 PM,Track Single,Nanuet Station,True
Spring Valley,6:08 PM,Track Single,Nanuet Station,True
Spring Valley,6:20 PM,Track Single,Nanuet Station,True
Spring Valley,6:51 PM,Track Single,Nanuet Station,True
Spring Valley,7:09 PM,Track Single,Nanuet Station,True
Spring Valley,7:29 PM,Track Single,Nanuet Station,True
Spring Valley,7:57 PM,Track Single,Nanuet Station,True
Spring Valley,8:34 PM,Track Single,Nanuet Station,True
Hackettstown,11:05 AM,Track Single,Netcong Station,False
Hoboken,12:13 PM,Track Single,Netcong Station,False
Hackettstown,4:02 PM,Track Single,Netcong Station,False
Hoboken,5:06 PM,Track Single,Netcong Station,False
Mount Olive,5:32 PM,Track Single,Netcong Station,False
Hoboken,6:01 PM,Track Single,Netcong Station,False
Hackettstown,6:21 PM,Track Single,Netcong Station,False
Mount Olive,6:50 PM,Track Single,Netcong Station,False
Hoboken,7:21 PM,Track Single,Netcong Station,False
Hackettstown,7:45 PM,Track Single,Netcong Station,False
Hoboken,8:48 PM,Track Single,Netcong Station,False
Hackettstown,9:11 PM,Track Single,Netcong Station,False
Hackettstown,10:48 PM,Track Single,Netcong Station,False
Mount Olive,11:52 PM,Track Single,Netcong Station,False
High Bridge,"10:34 AM
           in 9 Min",Track 1,Netherwood Station,False
New York -SEC,11:12 AM,Track 1,Netherwood Station,False
Raritan,11:30 AM,Track 1,Netherwood Station,False
New York -SEC,12:12 PM,Track 1,Netherwood Station,False
Raritan,12:31 PM,Track 1,Netherwood Station,False
New York -SEC,1:14 PM,Track 1,Netherwood Station,False
High Bridge,1:32 PM,Track 1,Netherwood Station,False
Newark Penn,2:13 PM,Track 1,Netherwood Station,False
Raritan,2:31 PM,Track 1,Netherwood Station,False
Newark Penn,3:13 PM,Track 1,Netherwood Station,False
High Bridge,3:31 PM,Track 1,Netherwood Station,False
Newark Penn,3:59 PM,Track 2,Netherwood Station,False
Newark Penn,4:35 PM,Track 2,Netherwood Station,False
Raritan,4:43 PM,Track 1,Netherwood Station,False
High Bridge,5:18 PM,Track 1,Netherwood Station,False
Raritan,5:46 PM,Track 1,Netherwood Station,False
Newark Penn,5:47 PM,Track 2,Netherwood Station,False
Raritan,6:16 PM,Track 1,Netherwood Station,False
Newark Penn,6:16 PM,Track 2,Netherwood Station,False
Spring Valley,"10:29 AM
           in 6 Min",Track Single,New Bridge Landing Station,False
Hoboken -SEC,11:32 AM,Track Single,New Bridge Landing Station,False
Spring Valley,11:53 AM,Track Single,New Bridge Landing Station,False
Hoboken -SEC,12:57 PM,Track Single,New Bridge Landing Station,False
Spring Valley,1:03 PM,Track Single,New Bridge Landing Station,False
Hoboken -SEC,1:56 PM,Track Single,New Bridge Landing Station,False
Spring Valley,2:20 PM,Track Single,New Bridge Landing Station,False
Hoboken -SEC,3:23 PM,Track Single,New Bridge Landing Station,False
Hoboken -SEC,4:31 PM,Track Single,New Bridge Landing Station,False
Spring Valley,4:36 PM,Track Single,New Bridge Landing Station,False
Spring Valley,5:12 PM,Track Single,New Bridge Landing Station,False
Spring Valley,5:35 PM,Track Single,New Bridge Landing Station,False
Spring Valley,6:14 PM,Track Single,New Bridge Landing Station,False
Spring Valley,6:33 PM,Track Single,New Bridge Landing Station,False
Spring Valley,6:52 PM,Track Single,New Bridge Landing Station,False
Spring Valley,7:22 PM,Track Single,New Bridge Landing Station,False
Spring Valley,8:01 PM,Track Single,New Bridge Landing Station,False
Spring Valley,8:55 PM,Track Single,New Bridge Landing Station,False
Hoboken -SEC,9:54 PM,Track Single,New Bridge Landing Station,False
New York,10:28 AM,Track 1,New Brunswick Station,True
Trenton,"10:34 AM
           in 15 Min",Track 4,New Brunswick Station,True
New York -SEC ✈,"10:40 AM
           in 12 Min",Track 1,New Brunswick Station,True
Trenton,"10:58 AM
           in 30 Min",Track 4,New Brunswick Station,True
New York -SEC ✈,11:09 AM,Track 1,New Brunswick Station,True
Trenton,11:33 AM,Track 4,New Brunswick Station,True
New York -SEC ✈,11:56 AM,Track 1,New Brunswick Station,True
Trenton,12:07 PM,Track 4,New Brunswick Station,True
New York -SEC ✈,12:19 PM,Track 1,New Brunswick Station,True
Trenton,12:34 PM,Track 4,New Brunswick Station,True
New York -SEC ✈,12:48 PM,Track 1,New Brunswick Station,True
Washington,12:52 PM,Track 4,New Brunswick Station,True
Trenton,1:00 PM,Track 4,New Brunswick Station,True
New York -SEC ✈,1:18 PM,Track 1,New Brunswick Station,True
Boston ✈,1:27 PM,Track 1,New Brunswick Station,True
Trenton,1:34 PM,Track 4,New Brunswick Station,True
New York -SEC ✈,1:36 PM,Track 1,New Brunswick Station,True
Trenton,2:02 PM,Track 4,New Brunswick Station,True
New York -SEC ✈,2:11 PM,Track 1,New Brunswick Station,True
Gladstone,"10:27 AM
           All Aboard",Track Single,New Providence Station,False
Hoboken,"10:38 AM
           in 8 Min",Track Single,New Providence Station,False
Gladstone,11:27 AM,Track Single,New Providence Station,False
Hoboken,11:37 AM,Track Single,New Providence Station,False
Gladstone,12:27 PM,Track Single,New Providence Station,False
Hoboken,12:38 PM,Track Single,New Providence Station,False
Gladstone,1:27 PM,Track Single,New Providence Station,False
Hoboken,1:38 PM,Track Single,New Providence Station,False
Gladstone,2:27 PM,Track Single,New Providence Station,False
Hoboken,2:38 PM,Track Single,New Providence Station,False
Gladstone,3:31 PM,Track Single,New Providence Station,False
Hoboken,3:39 PM,Track Single,New Providence Station,False
Bernardsville,4:16 PM,Track Single,New Providence Station,False
Hoboken,4:43 PM,Track Single,New Providence Station,False
Gladstone,5:08 PM,Track Single,New Providence Station,False
Hoboken,5:36 PM,Track Single,New Providence Station,False
Gladstone,5:47 PM,Track Single,New Providence Station,False
Gladstone,6:07 PM,Track Single,New Providence Station,False
Gladstone,6:21 PM,Track Single,New Providence Station,False
MSU -SEC,"10:29 AM
           BOARDING",Track 6,New York Penn Station,True
Trenton -SEC ✈,"10:33 AM
           BOARDING",Track 3,New York Penn Station,True
Norfolk,"10:35 AM
           DELAYED",Track Not Available,New York Penn Station,True
Raritan -SEC,10:40 AM,Track Not Available,New York Penn Station,True
Long Branch -SEC ✈,10:43 AM,Track Not Available,New York Penn Station,True
Dover -SEC,10:46 AM,Track Not Available,New York Penn Station,True
Pittsburgh,10:52 AM,Track Not Available,New York Penn Station,True
Secaucus Upper Lvl -SEC,10:57 AM,Track Not Available,New York Penn Station,True
Washington,11:00 AM,Track Not Available,New York Penn Station,True
Washington ✈,11:02 AM,Track Not Available,New York Penn Station,True
Trenton -SEC ✈,11:09 AM,Track Not Available,New York Penn Station,True
Secaucus Upper Lvl -SEC,11:17 AM,Track Not Available,New York Penn Station,True
Long Branch -SEC ✈,11:23 AM,Track Not Available,New York Penn Station,True
MSU -SEC,11:29 AM,Track Not Available,New York Penn Station,True
Newport News,11:35 AM,Track Not Available,New York Penn Station,True
Trenton -SEC ✈,11:37 AM,Track Not Available,New York Penn Station,True
Raritan -SEC,11:40 AM,Track Not Available,New York Penn Station,True
Dover -SEC,11:46 AM,Track Not Available,New York Penn Station,True
Baltimore,12:00 PM,Track Not Available,New York Penn Station,True
New York -SEC,"10:28 AM
           All Aboard",Track A,Newark Airport Rail Station,True
New York -SEC,"10:47 AM
           in 18 Min",Track A,Newark Airport Rail Station,True
Trenton,11:00 AM,Track 5,Newark Airport Rail Station,True
New York -SEC,11:06 AM,Track A,Newark Airport Rail Station,True
Long Branch,11:08 AM,Track 5,Newark Airport Rail Station,True
